change_id,change_number,url,project,created,closed,status,subject,description,#revisions,#reviewers,#added_lines,#deleted_lines,#files,#inline_comments,#messages,discreption_length,duration_in_hours,files,at_least_one_puppet,AnsibleFiles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openstack%2Frenderspec~master~I670e557f3558bdfe96905bfdebc2d2b51dbc1d6c,245682,https://review.opendev.org/245682,renderspec,59:39.0,25:36.0,ABANDONED,Changed J2 filters for renderspec,Changed J2 filters for renderspec,2,4,4,4,1,1,9,33,244.4325,['renderspec/__init__.py'],FALSE,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openstack%2Fkuryr~master~I25b0fba469b0e08d979c69e8d2450e89f3523a28,250398,https://review.opendev.org/250398,kuryr,07:15.0,18:59.0,ABANDONED,[WORK-IN-PROGRESS IPAM driver implementation],[WORK-IN-PROGRESS IPAM driver implementation],1,1,616,1,15,0,3,45,0.195555556,"['etc/ipam.json', 'kuryr/__init__.py', 'kuryr/common/constants.py', 'kuryr/ipam/__init__.py', 'kuryr/ipam/common/__init__.py', 'kuryr/ipam/common/exceptions.py', 'kuryr/ipam/controllers.py', 'kuryr/ipam/schemata/__init__.py', 'kuryr/ipam/schemata/release_address.py', 'kuryr/ipam/schemata/release_pool.py', 'kuryr/ipam/schemata/request_address.py', 'kuryr/ipam/schemata/request_pool.py', 'kuryr/ipam/server.py', 'scripts/run_ipam.py', 'scripts/run_ipam.sh']",FALSE,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openstack%2Foslo.messaging~master~If91b3655c9413228ff51345cd2c5112e647f8567,240947,https://review.opendev.org/240947,oslo.messaging,25:17.0,12:54.0,ABANDONED,Remove oslo.context dependency,Remove oslo.context dependency,4,5,3,106,4,3,24,30,571.7936111,"['oslo_messaging/notify/middleware.py', 'oslo_messaging/serializer.py', 'oslo_messaging/tests/test_serializer.py', 'requirements.txt']",FALSE,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openstack%2Ftripleo-ci~master~I56b0a0db9014427acf738aa755c7815f52b9db0c,153747,https://review.opendev.org/153747,tripleo-ci,44:12.0,33:38.0,ABANDONED,Fail job if SELinux denials are found,WIP: Fail job if SELinux denials are found,15,6,30,1,1,14,76,42,7018.823889,['toci_devtest.sh'],FALSE,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openstack%2Fdiskimage-builder~master~Id93041f4c99e6bd0cbf1ea4eeec6987e33bd7613,141380,https://review.opendev.org/141380,diskimage-builder,19:33.0,32:04.0,ABANDONED,Add --force-yes option for install-packages,Add -f argument as --force-yes to install-packages with ubuntu,3,12,12,2,1,4,23,62,8374.208611,['elements/dpkg/bin/install-packages'],FALSE,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openstack%2Fpython-tripleoclient~master~I76e8657007ce4972b7fb905bf941c9bc851b6465,233449,https://review.opendev.org/233449,python-tripleoclient,27:47.0,22:22.0,ABANDONED,Use ironic-agent for deployment and introspection,Use ironic-agent for deployment and introspection,4,11,27,69,2,6,44,49,1102.909722,"['tripleoclient/tests/v1/overcloud_image/test_overcloud_image.py', 'tripleoclient/v1/overcloud_image.py']",FALSE,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openstack%2Fproject-config~master~Iaafa2ca00cfd0d61d53d510f7f45ad1c5bd3fdcf,241205,https://review.opendev.org/241205,project-config,48:57.0,17:33.0,ABANDONED,telemetry: don't share queue between projects,gnocchi: Remove telemetry integration job for 1.0,6,10,17,11,1,5,27,49,550.4766667,['zuul/layout.yaml'],FALSE,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openstack%2Fhorizon~stable%2Fjuno~I8df3ff72a33d194a5b6bc1692aac7878a611ae44,249664,https://review.opendev.org/249664,horizon,32:05.0,18:20.0,ABANDONED,Stop using naturalSort in hypervisors table,Stop using naturalSort in hypervisors table,1,3,3,26,2,0,4,43,25.77083333,"['horizon/static/horizon/js/horizon.tables.js', 'openstack_dashboard/dashboards/admin/hypervisors/tables.py']",FALSE,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openstack%2Fdevstack~master~I2efcfd2347dc593b5fe0b370564fa8c9ba7783bb,200851,https://review.opendev.org/200851,devstack,28:19.0,37:36.0,ABANDONED,use osc for containers deletion,use osc for containers deletion,1,5,1,1,1,0,7,31,3300.154722,['exercises/swift.sh'],FALSE,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openstack%2Fcinder~master~I8449e554a38c392b735b1ef2d8787f979b4c49ec,218936,https://review.opendev.org/218936,cinder,15:50.0,11:21.0,ABANDONED,Rename db.api methods to match models' names,Rename db.api methods to match models' names,2,39,232,233,25,6,57,44,2081.925278,"['cinder/backup/driver.py', 'cinder/db/api.py', 'cinder/db/sqlalchemy/api.py', 'cinder/objects/consistencygroup.py', 'cinder/quota.py', 'cinder/scheduler/flows/create_volume.py', 'cinder/tests/unit/api/contrib/test_quotas.py', 'cinder/tests/unit/api/contrib/test_types_extra_specs.py', 'cinder/tests/unit/api/contrib/test_types_manage.py', 'cinder/tests/unit/api/contrib/test_volume_type_access.py', 'cinder/tests/unit/api/contrib/test_volume_type_encryption.py', 'cinder/tests/unit/api/v1/test_volumes.py', 'cinder/tests/unit/api/v2/stubs.py', 'cinder/tests/unit/api/v2/test_volumes.py', 'cinder/tests/unit/db/test_qos_specs.py', 'cinder/tests/unit/objects/test_consistencygroup.py', 'cinder/tests/unit/test_emc_vmax.py', 'cinder/tests/unit/test_quota.py', 'cinder/tests/unit/test_volume.py', 'cinder/tests/unit/test_volume_types.py', 'cinder/tests/unit/test_volume_types_extra_specs.py', 'cinder/tests/unit/volume/flows/fake_volume_api.py', 'cinder/tests/unit/volume/flows/test_create_volume_flow.py', 'cinder/volume/drivers/emc/emc_vmax_common.py', 'cinder/volume/volume_types.py']",FALSE,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openstack%2Fcinder~master~I91ed4d57ff2c3efef4628ad8380e0806bd41e619,205842,https://review.opendev.org/205842,cinder,26:48.0,09:58.0,ABANDONED,WIP: Service State Reporting,WIP: Service State Reporting,1,18,9,2,1,2,20,28,2946.719444,['cinder/service.py'],FALSE,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openstack%2Fnova~master~I8440e94fe61fb90298a72fe8d5630e1cca5e95d2,163423,https://review.opendev.org/163423,nova,20:24.0,06:33.0,ABANDONED,Preserve usage and reservations on quota deletion,Preserve usage and reservations on quota deletion,9,17,110,80,7,11,105,49,6236.769167,"['nova/api/openstack/compute/contrib/quotas.py', 'nova/api/openstack/compute/plugins/v3/quota_sets.py', 'nova/db/api.py', 'nova/db/sqlalchemy/api.py', 'nova/quota.py', 'nova/tests/unit/api/openstack/compute/contrib/test_quotas.py', 'nova/tests/unit/db/test_db_api.py']",FALSE,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openstack%2Fcinder~master~Ifb42310d2be02e718a8da1708cc6560124d701c2,205839,https://review.opendev.org/205839,cinder,25:01.0,05:53.0,ABANDONED,WIP: Start/Stop coordinator with Services,WIP: Start/Stop coordinator with Services,1,19,30,7,4,0,21,41,2946.681111,"['cinder/cmd/api.py', 'cinder/cmd/backup.py', 'cinder/cmd/volume.py', 'cinder/service.py']",FALSE,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openstack%2Fcinder~master~I588a1fe3d3ef2b41e1e1322034a7a45634d8f920,205841,https://review.opendev.org/205841,cinder,25:01.0,05:40.0,ABANDONED,WIP: TaskFlow locks,WIP: TaskFlow locks,1,21,72,30,3,4,24,19,2946.6775,"['cinder/common/flows.py', 'cinder/volume/flows/manager/create_volume.py', 'cinder/volume/manager.py']",FALSE,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openstack%2Fcinder~master~Ica2347be41e49225fb2e3335e6997abbe5a9c054,205838,https://review.opendev.org/205838,cinder,22:45.0,04:22.0,ABANDONED,WIP: Cleanup stuck jobs,WIP: Cleanup stuck jobs,2,21,142,62,5,2,35,23,2946.693611,"['cinder/objects/status.py', 'cinder/volume/api.py', 'cinder/volume/flows/api/create_volume.py', 'cinder/volume/flows/manager/create_volume.py', 'cinder/volume/manager.py']",FALSE,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openstack%2Fcinder~master~Ia94d18dca3bb4d465f7caa8f70f956a8ca7c494b,205837,https://review.opendev.org/205837,cinder,22:45.0,03:55.0,ABANDONED,WIP: Acknowledge post execution,WIP: Acknowledge post execution,1,15,41,5,1,2,18,31,2946.686111,['cinder/rpc.py'],FALSE,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openstack%2Fcinder~master~I9ca6c8a4f006fb17798b7f2bc71e233bf1bf6616,205836,https://review.opendev.org/205836,cinder,22:45.0,03:28.0,ABANDONED,WIP: Add queued/requested statuses,WIP: Add queued/requested statuses,1,14,62,1,3,0,16,34,2946.678611,"['cinder/objects/__init__.py', 'cinder/objects/base.py', 'cinder/objects/status.py']",FALSE,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openstack%2Fnova~stable%2Fkilo~I5f9fad8228e23457a878e533a0e3d1faf54ee460,198387,https://review.opendev.org/198387,nova,36:06.0,01:27.0,ABANDONED,Changed backporting of embedded Network object when backporting a FixedIP,Changed backporting of embedded Network object when backporting a FixedIP,1,3,13,1,2,0,7,73,3498.4225,"['nova/objects/fixed_ip.py', 'nova/tests/unit/objects/test_fixed_ip.py']",FALSE,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openstack%2Fpuppet-mistral~master~I1319c2f1144946e850f7b068dd47ba42d94d06f7,250217,https://review.opendev.org/250217,puppet-mistral,14:17.0,43:00.0,ABANDONED,DNM - CI test,DNM - CI test,1,1,1,0,1,0,3,13,0.478611111,['test'],FALSE,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openstack%2Fpython-keystoneclient~master~I8f61941664f6dea9521346dac53cc47bd1e09542,179722,https://review.opendev.org/179722,python-keystoneclient,03:15.0,47:30.0,ABANDONED,return all endpoints if service type is empty,return all endpoints if service type is empty,3,5,19,1,3,11,16,45,4939.7375,"['keystoneclient/service_catalog.py', 'keystoneclient/tests/unit/v2_0/test_service_catalog.py', 'keystoneclient/tests/unit/v3/test_service_catalog.py']",FALSE,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openstack%2Fmonasca-ceilometer~master~I9b7f47d2c32997d510473f492d747b767ab1f628,245587,https://review.opendev.org/245587,monasca-ceilometer,51:51.0,39:40.0,ABANDONED,reduce keyboard interactive when run deployer,reduce keyboard interactive when run deployer,1,4,5,5,1,0,7,45,247.7969444,['deployer/ceilosca.sh'],FALSE,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openstack%2Fpython-keystoneclient~master~I31acab336691d2d49275dd7ae654c8b7e9b76fcc,249417,https://review.opendev.org/249417,python-keystoneclient,52:28.0,39:20.0,ABANDONED,Removes discover from test-reqs,Removes discover from test-reqs,1,2,0,1,1,0,4,31,30.78111111,['test-requirements.txt'],FALSE,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
